,Closest City Name,Closest Country Code,Latitude,Longitude,Temperature,Max Temperature,Wind Speed,Humidity,Cloudiness,Date
468,trairi,BR,-3.28,-39.27,-39.27,79.23,24.52,100.0,0.0,1538483307.0
139,bambous virieux,MU,-20.34,57.76,57.76,75.2,11.41,64.0,75.0,1538481600.0
539,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
459,nouadhibou,MR,20.93,-17.03,-17.03,80.6,11.41,61.0,20.0,1538481600.0
909,saskylakh,RU,71.97,114.09,114.09,27.12,4.83,90.0,92.0,1538483244.0
62,santa fe,CU,23.13,-82.26,-82.26,73.4,3.36,100.0,20.0,1538481300.0
349,taolanaro,MG,,,,,,,,
562,kavieng,PG,-2.57,150.8,150.8,84.63,6.06,100.0,0.0,1538483258.0
1488,senador jose porfirio,BR,-2.59,-51.95,-51.95,82.74,6.4,76.0,0.0,1538483482.0
1119,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1324,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
699,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1467,stornoway,GB,58.21,-6.39,-6.39,51.8,29.97,66.0,75.0,1538481000.0
101,warqla,DZ,,,,,,,,
68,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
569,ancud,CL,-41.87,-73.83,-73.83,44.31,5.39,89.0,56.0,1538483279.0
806,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
734,halalo,WF,,,,,,,,
207,nanortalik,GL,60.14,-45.24,-45.24,36.75,7.29,97.0,68.0,1538483261.0
949,hasaki,JP,35.73,140.83,140.83,69.8,2.24,88.0,75.0,1538479800.0
1230,cherskiy,RU,68.75,161.3,161.3,32.7,2.15,84.0,0.0,1538483355.0
82,avera,PF,,,,,,,,
1021,nagato,JP,34.35,131.14,131.14,68.0,2.24,77.0,20.0,1538478000.0
254,castro,CL,-42.48,-73.76,-73.76,42.87,5.73,97.0,68.0,1538483268.0
701,upernavik,GL,72.79,-56.15,-56.15,35.94,17.47,99.0,24.0,1538483266.0
711,guerrero negro,MX,27.97,-114.04,-114.04,70.5,14.67,100.0,92.0,1538483238.0
1038,namibe,AO,-15.19,12.15,12.15,68.88,11.21,96.0,8.0,1538483281.0
280,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1377,payakumbuh,ID,-0.23,100.63,100.63,74.1,2.04,94.0,64.0,1538483454.0
1086,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1028,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
226,tel aviv-yafo,IL,32.08,34.78,34.78,87.8,17.22,66.0,0.0,1538481000.0
1067,mataura,PF,,,,,,,,
815,khatanga,RU,71.98,102.47,102.47,33.69,4.83,94.0,88.0,1538483277.0
196,balabac,PH,7.99,117.06,117.06,83.91,5.73,100.0,12.0,1538483259.0
1288,alofi,NU,-19.06,-169.92,-169.92,71.6,12.75,78.0,40.0,1538481600.0
462,half moon bay,US,37.46,-122.43,-122.43,66.02,5.73,86.0,90.0,1538481360.0
1332,luena,AO,-11.78,19.91,19.91,82.2,7.74,45.0,8.0,1538483448.0
740,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
91,suez,EG,29.97,32.54,32.54,89.58,6.4,48.0,0.0,1538483241.0
1090,wanning,CN,18.8,110.4,110.4,81.48,21.27,99.0,88.0,1538483402.0
856,damara,CF,4.96,18.7,18.7,86.0,5.82,62.0,40.0,1538481600.0
407,saraj,MK,42.0,21.33,21.33,77.0,2.24,31.0,0.0,1538481600.0
13,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483224.0
924,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
1030,sentyabrskiy,RU,,,,,,,,
1002,kirakira,SB,-10.46,161.92,161.92,81.75,12.44,100.0,32.0,1538483317.0
1198,kenai,US,60.55,-151.26,-151.26,46.04,6.93,89.0,90.0,1538481360.0
125,manicore,BR,-5.81,-61.3,-61.3,83.19,2.93,80.0,8.0,1538483219.0
1255,luang prabang,LA,19.89,102.14,102.14,80.6,1.7,74.0,75.0,1538481600.0
165,mount isa,AU,-20.73,139.49,139.49,73.4,11.21,33.0,0.0,1538481600.0
159,kaitangata,NZ,-46.28,169.85,169.85,37.47,5.06,90.0,0.0,1538483253.0
830,faanui,PF,-16.48,-151.75,-151.75,76.71,21.5,100.0,56.0,1538483335.0
861,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
144,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
376,hithadhoo,MV,-0.6,73.08,73.08,82.74,19.82,100.0,92.0,1538483264.0
1369,labuhan,ID,-2.54,115.51,115.51,76.17,2.59,89.0,24.0,1538483436.0
500,pishin,PK,30.58,67.0,67.0,70.41,7.18,15.0,0.0,1538483312.0
1063,olafsvik,IS,,,,,,,,
637,los llanos de aridane,ES,28.66,-17.92,-17.92,77.0,4.7,73.0,40.0,1538481600.0
1202,touros,BR,-5.2,-35.46,-35.46,83.28,15.68,66.0,0.0,1538483345.0
992,mount isa,AU,-20.73,139.49,139.49,73.4,11.21,33.0,0.0,1538481600.0
993,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
732,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
514,lebu,CL,-37.62,-73.65,-73.65,50.7,15.01,100.0,80.0,1538483247.0
1303,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
315,ancud,CL,-41.87,-73.83,-73.83,44.31,5.39,89.0,56.0,1538483279.0
574,masterton,NZ,-40.95,175.66,175.66,44.04,5.17,96.0,48.0,1538483323.0
24,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
1009,kenda,IN,23.2,86.51,86.51,93.2,4.7,46.0,8.0,1538478000.0
414,mataura,PF,,,,,,,,
64,aklavik,CA,68.22,-135.01,-135.01,30.2,9.17,74.0,75.0,1538481600.0
852,derbent,RU,42.06,48.29,48.29,70.5,3.71,61.0,0.0,1538483365.0
914,indramayu,ID,-4.05,103.78,103.78,82.56,3.49,50.0,88.0,1538483374.0
301,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
1346,taolanaro,MG,,,,,,,,
1275,inuvik,CA,68.36,-133.71,-133.71,30.2,9.17,74.0,75.0,1538481600.0
296,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
1142,saint-philippe,RE,-21.36,55.77,55.77,75.2,13.87,50.0,75.0,1538481600.0
703,chambas,CU,22.19,-78.91,-78.91,80.6,9.17,83.0,40.0,1538481060.0
323,vardo,NO,70.37,31.11,31.11,39.2,12.75,60.0,75.0,1538481000.0
447,aitape,PG,-3.15,142.36,142.36,83.28,9.53,90.0,0.0,1538483303.0
1104,mataura,PF,,,,,,,,
1047,sao filipe,CV,14.9,-24.5,-24.5,78.78,11.99,99.0,64.0,1538483267.0
451,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
1124,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
40,amderma,RU,,,,,,,,
319,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1433,ribeira grande,PT,38.52,-28.7,-28.7,73.4,12.75,78.0,40.0,1538481600.0
477,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1046,longyearbyen,SJ,78.22,15.64,15.64,32.0,8.05,100.0,75.0,1538481000.0
515,kaeo,NZ,-35.1,173.78,173.78,45.48,2.93,88.0,8.0,1538483315.0
1390,tasiilaq,GL,65.61,-37.64,-37.64,35.6,6.93,64.0,75.0,1538481000.0
542,saint george,BM,32.38,-64.68,-64.68,75.2,21.92,88.0,75.0,1538482080.0
1057,gilbues,BR,-9.83,-45.34,-45.34,88.77,12.55,32.0,0.0,1538483397.0
881,laguna,BR,,,,,,,,
1339,tumannyy,RU,,,,,,,,
1163,fortuna,US,40.6,-124.16,-124.16,57.2,2.15,100.0,1.0,1538481300.0
1131,gravdal,NO,59.79,5.78,5.78,50.0,17.22,87.0,75.0,1538481000.0
1442,praia da vitoria,PT,38.73,-27.07,-27.07,71.6,23.85,88.0,75.0,1538481600.0
192,mahebourg,MU,-20.41,57.7,57.7,75.2,11.41,64.0,75.0,1538481600.0
97,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
308,bondoukou,CI,8.04,-2.8,-2.8,82.47,8.19,89.0,56.0,1538483277.0
394,muros,ES,42.77,-9.06,-9.06,68.0,6.93,42.0,0.0,1538481600.0
571,dezful,IR,32.38,48.4,48.4,101.46,7.96,20.0,0.0,1538483323.0
849,lavrentiya,RU,65.58,-170.99,-170.99,45.84,17.25,92.0,92.0,1538483302.0
853,ozinki,RU,51.2,49.73,49.73,59.79,9.98,35.0,44.0,1538483366.0
331,porto torres,IT,40.84,8.4,8.4,71.6,8.05,46.0,20.0,1538481000.0
941,tarabha,IN,20.73,83.65,83.65,89.4,3.94,58.0,32.0,1538483236.0
110,georgetown,SH,-7.93,-14.42,-14.42,75.27,14.67,100.0,80.0,1538483245.0
279,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
1144,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1093,cherskiy,RU,68.75,161.3,161.3,32.7,2.15,84.0,0.0,1538483355.0
1249,kargasok,RU,59.06,80.87,80.87,45.3,5.17,54.0,56.0,1538483435.0
211,tuatapere,NZ,-46.13,167.69,167.69,40.71,5.5,100.0,0.0,1538483262.0
660,mataura,PF,,,,,,,,
1250,tongren,CN,27.72,109.18,109.18,65.1,4.05,57.0,64.0,1538483297.0
805,illoqqortoormiut,GL,,,,,,,,
80,huilong,CN,31.15,106.5,106.5,63.66,3.38,77.0,92.0,1538483239.0
1280,albany,AU,-35.02,117.88,117.88,53.4,11.65,73.0,36.0,1538483253.0
485,mataura,PF,,,,,,,,
499,palu,ID,-0.9,119.87,119.87,67.26,1.36,94.0,48.0,1538483312.0
26,port blair,IN,11.67,92.75,92.75,85.53,2.71,100.0,20.0,1538483229.0
1137,fortuna,US,40.6,-124.16,-124.16,57.2,2.15,100.0,1.0,1538481300.0
1357,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
1401,saint anthony,CA,,,,,,,,
1455,arinos,BR,-15.92,-46.11,-46.11,87.24,13.0,34.0,44.0,1538483465.0
328,ustye,RU,58.76,27.79,27.79,50.25,10.2,100.0,80.0,1538483281.0
977,taolanaro,MG,,,,,,,,
507,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
464,fuerte,PH,17.54,120.36,120.36,73.38,3.15,76.0,8.0,1538483305.0
454,fortuna,US,40.6,-124.16,-124.16,57.2,2.15,100.0,1.0,1538481300.0
238,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
532,diosti,RO,44.12,24.18,24.18,66.2,5.82,59.0,40.0,1538481600.0
1125,yellowknife,CA,62.45,-114.38,-114.38,32.0,18.34,100.0,90.0,1538481600.0
184,coihaique,CL,-45.58,-72.07,-72.07,39.2,4.7,60.0,20.0,1538478000.0
812,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1431,tsihombe,MG,,,,,,,,
1252,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
584,lolua,TV,,,,,,,,
620,rawson,AR,-43.3,-65.11,-65.11,47.01,18.37,40.0,24.0,1538483330.0
264,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
1450,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
1299,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1449,patti,IT,38.14,14.96,14.96,78.8,10.29,54.0,40.0,1538481000.0
959,constitucion,MX,23.99,-104.67,-104.67,48.54,1.92,95.0,32.0,1538483347.0
610,lakatoro,VU,-16.11,167.42,167.42,75.63,7.74,100.0,48.0,1538483329.0
1490,cockburn town,TC,21.46,-71.14,-71.14,82.74,7.07,99.0,80.0,1538483423.0
1085,klaksvik,FO,62.23,-6.59,-6.59,44.6,18.34,81.0,75.0,1538481000.0
1316,gidam,IN,18.98,81.4,81.4,80.04,2.93,78.0,36.0,1538483446.0
312,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
1358,samusu,WS,,,,,,,,
831,nuuk,GL,64.17,-51.74,-51.74,35.6,8.05,47.0,75.0,1538481000.0
362,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
10,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
757,new norfolk,AU,-42.78,147.06,147.06,59.0,12.75,47.0,75.0,1538481600.0
533,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
213,mana,GF,5.67,-53.78,-53.78,82.47,2.82,77.0,0.0,1538483262.0
895,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
707,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1422,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
1222,jamestown,SH,-15.94,-5.72,-5.72,67.8,16.69,100.0,68.0,1538483251.0
668,gambela,ET,8.25,34.59,34.59,74.37,3.71,77.0,32.0,1538483338.0
1482,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
760,de-kastri,RU,51.48,140.77,140.77,46.83,6.96,100.0,12.0,1538483351.0
873,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
419,bambous virieux,MU,-20.34,57.76,57.76,75.2,11.41,64.0,75.0,1538481600.0
1432,sibu,MY,2.29,111.83,111.83,78.8,2.24,88.0,75.0,1538481600.0
1253,riachao das neves,BR,-11.75,-44.91,-44.91,84.54,11.77,39.0,12.0,1538483436.0
1214,nanortalik,GL,60.14,-45.24,-45.24,36.75,7.29,97.0,68.0,1538483261.0
157,jibuti,DJ,,,,,,,,
472,shakawe,BW,-18.36,21.84,21.84,90.21,10.65,19.0,0.0,1538483308.0
108,cairns,AU,-16.92,145.77,145.77,71.6,11.41,68.0,40.0,1538481600.0
791,tiksi,RU,71.64,128.87,128.87,26.85,8.63,100.0,76.0,1538483332.0
946,rovaniemi,FI,66.5,25.72,25.72,35.6,12.75,93.0,75.0,1538481000.0
998,hermanus,ZA,-34.42,19.24,19.24,54.84,7.74,88.0,92.0,1538483262.0
1056,bredasdorp,ZA,-34.53,20.04,20.04,60.8,11.41,51.0,75.0,1538481600.0
726,sao filipe,CV,14.9,-24.5,-24.5,78.78,11.99,99.0,64.0,1538483267.0
216,dikson,RU,73.51,80.55,80.55,38.55,15.57,100.0,80.0,1538483230.0
944,jagtial,IN,18.8,78.92,78.92,85.62,1.81,73.0,32.0,1538483381.0
976,henties bay,NA,-22.12,14.28,14.28,71.76,7.74,76.0,0.0,1538483310.0
163,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
594,cayenne,GF,4.94,-52.33,-52.33,84.2,5.82,79.0,75.0,1538481600.0
1341,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
1008,fare,PF,-16.7,-151.02,-151.02,74.28,24.07,100.0,92.0,1538483391.0
850,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
426,tuktoyaktuk,CA,69.44,-133.03,-133.03,24.6,11.43,100.0,24.0,1538483299.0
1099,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
237,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
1476,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
526,mahebourg,MU,-20.41,57.7,57.7,75.2,11.41,64.0,75.0,1538481600.0
1016,ribeira grande,PT,38.52,-28.7,-28.7,73.4,12.75,78.0,40.0,1538481600.0
520,sjovegan,NO,68.87,17.85,17.85,44.6,11.41,70.0,75.0,1538481000.0
1171,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1082,riyadh,SA,24.63,46.72,46.72,98.6,5.82,9.0,0.0,1538481600.0
1238,bongandanga,CD,1.51,21.07,21.07,81.12,3.27,76.0,88.0,1538483433.0
33,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483231.0
487,barrow,US,39.51,-90.4,-90.4,69.8,5.82,91.0,75.0,1538481300.0
1065,yerbogachen,RU,61.28,108.01,108.01,46.29,8.97,66.0,68.0,1538483380.0
140,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
1118,clonakilty,IE,51.62,-8.87,-8.87,60.8,21.92,77.0,40.0,1538481600.0
1426,mataura,PF,,,,,,,,
156,mutoko,ZW,-17.4,32.23,32.23,79.68,4.72,42.0,0.0,1538483252.0
355,svetlyy,RU,,,,,,,,
1066,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
728,nemuro,JP,43.32,145.57,145.57,56.55,6.62,100.0,8.0,1538483283.0
365,chuy,UY,-33.69,-53.46,-53.46,54.93,9.19,94.0,12.0,1538483286.0
1437,maragua,KE,-0.8,37.13,37.13,78.8,8.05,39.0,75.0,1538481600.0
453,la asuncion,VE,11.03,-63.86,-63.86,80.6,14.23,88.0,20.0,1538478000.0
1116,vila velha,BR,-3.71,-38.6,-38.6,84.2,21.92,51.0,20.0,1538481600.0
840,lavrentiya,RU,65.58,-170.99,-170.99,45.84,17.25,92.0,92.0,1538483302.0
1335,bintulu,MY,3.17,113.03,113.03,82.4,5.82,88.0,75.0,1538481600.0
166,manokwari,ID,-0.87,134.08,134.08,82.11,3.6,100.0,0.0,1538483254.0
1101,pattani,TH,6.87,101.25,101.25,76.98,2.15,95.0,36.0,1538483470.0
1165,faanui,PF,-16.48,-151.75,-151.75,76.71,21.5,100.0,56.0,1538483335.0
1081,dikson,RU,73.51,80.55,80.55,38.55,15.57,100.0,80.0,1538483230.0
723,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
706,sao joao da barra,BR,-21.64,-41.05,-41.05,84.2,11.41,58.0,0.0,1538481600.0
1479,belushya guba,RU,,,,,,,,
1027,belushya guba,RU,,,,,,,,
305,luderitz,NA,-26.65,15.16,15.16,65.37,25.3,79.0,0.0,1538483232.0
294,alofi,NU,-19.06,-169.92,-169.92,71.6,12.75,78.0,40.0,1538481600.0
1179,komsomolskiy,RU,67.55,63.78,63.78,39.09,10.54,98.0,92.0,1538483424.0
590,hobart,AU,-42.88,147.33,147.33,59.0,12.75,47.0,75.0,1538481600.0
1286,bengkulu,ID,,,,,,,,
741,nizhneyansk,RU,,,,,,,,
441,mataura,PF,,,,,,,,
38,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483224.0
508,balkhash,KZ,46.84,74.98,74.98,69.51,14.34,57.0,88.0,1538483313.0
1167,airai,PW,,,,,,,,
1320,atuona,PF,-9.8,-139.03,-139.03,78.78,12.66,100.0,92.0,1538483238.0
567,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
86,sibu,MY,2.29,111.83,111.83,78.8,2.24,88.0,75.0,1538481600.0
1094,marsh harbour,BS,26.54,-77.06,-77.06,82.47,18.7,100.0,80.0,1538483403.0
606,cape town,ZA,-33.93,18.42,18.42,62.6,26.4,55.0,40.0,1538481600.0
476,hamadan,IR,34.8,48.51,48.51,84.2,6.93,11.0,40.0,1538478000.0
398,tilichiki,RU,60.47,166.1,166.1,41.43,13.56,95.0,92.0,1538483291.0
19,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
935,yerbogachen,RU,61.28,108.01,108.01,46.29,8.97,66.0,68.0,1538483380.0
1043,hambantota,LK,6.12,81.12,81.12,82.83,6.96,97.0,76.0,1538483395.0
112,amderma,RU,,,,,,,,
1348,velizh,RU,55.61,31.2,31.2,53.4,14.12,87.0,48.0,1538483450.0
1168,anadyr,RU,64.73,177.51,177.51,46.4,8.95,87.0,90.0,1538478000.0
1022,kieta,PG,-6.22,155.63,155.63,77.88,3.6,100.0,76.0,1538483393.0
366,ostrovnoy,RU,68.05,39.51,39.51,36.75,10.42,86.0,0.0,1538483286.0
269,winneba,GH,5.35,-0.62,-0.62,86.0,5.82,66.0,20.0,1538481600.0
797,katsuura,JP,33.93,134.5,134.5,62.6,6.93,82.0,75.0,1538478000.0
129,sentyabrskiy,RU,,,,,,,,
439,murdochville,CA,48.96,-65.49,-65.49,36.3,3.6,85.0,8.0,1538483302.0
1395,bredasdorp,ZA,-34.53,20.04,20.04,60.8,11.41,51.0,75.0,1538481600.0
1121,belaya gora,RU,68.54,146.19,146.19,30.54,4.38,94.0,92.0,1538483411.0
717,zhangjiakou,CN,40.77,114.88,114.88,43.14,2.71,66.0,0.0,1538483345.0
781,isangel,VU,-19.55,169.27,169.27,72.75,11.99,100.0,92.0,1538483326.0
12,puerto ayora,EC,-0.74,-90.35,-90.35,70.77,10.54,100.0,80.0,1538483226.0
299,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1248,bredasdorp,ZA,-34.53,20.04,20.04,60.8,11.41,51.0,75.0,1538481600.0
470,hanyang,CN,32.14,105.51,105.51,59.25,3.04,62.0,80.0,1538483307.0
565,chagda,RU,,,,,,,,
525,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
1354,yongan,CN,39.7,113.69,113.69,41.16,0.47,74.0,0.0,1538483451.0
1353,torbay,CA,47.66,-52.73,-52.73,46.4,11.41,75.0,20.0,1538481600.0
1193,longyearbyen,SJ,78.22,15.64,15.64,32.0,8.05,100.0,75.0,1538481000.0
219,kahului,US,20.89,-156.47,-156.47,69.08,4.7,92.0,1.0,1538481360.0
1258,cheuskiny,RU,,,,,,,,
380,bilma,NE,18.69,12.92,12.92,104.88,8.63,17.0,0.0,1538483289.0
1338,provideniya,RU,64.42,-173.23,-173.23,47.46,18.7,95.0,92.0,1538483334.0
205,berlevag,NO,70.86,29.09,29.09,39.2,23.04,69.0,75.0,1538481000.0
692,port alfred,ZA,-33.59,26.89,26.89,70.32,25.52,71.0,48.0,1538483229.0
667,cidreira,BR,-30.17,-50.22,-50.22,63.21,9.64,100.0,100.0,1538483320.0
587,carnarvon,AU,-24.87,113.63,113.63,68.52,12.21,93.0,0.0,1538483242.0
722,hovd,MN,48.01,91.64,91.64,56.73,10.42,32.0,0.0,1538483346.0
382,vaini,TO,-21.2,-175.2,-175.2,69.8,10.29,83.0,20.0,1538481600.0
1447,bokspits,BW,,,,,,,,
1018,carnarvon,AU,-24.87,113.63,113.63,68.52,12.21,93.0,0.0,1538483242.0
974,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
248,bluff,NZ,-46.6,168.33,168.33,48.18,12.77,100.0,0.0,1538483250.0
770,mar del plata,AR,-46.43,-67.52,-67.52,40.44,14.34,64.0,0.0,1538483257.0
1211,illoqqortoormiut,GL,,,,,,,,
916,avarua,CK,-21.21,-159.78,-159.78,68.0,6.93,49.0,20.0,1538481600.0
1184,bambous virieux,MU,-20.34,57.76,57.76,75.2,11.41,64.0,75.0,1538481600.0
564,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
200,butaritari,KI,3.07,172.79,172.79,84.81,3.94,100.0,20.0,1538483235.0
790,pangody,RU,65.85,74.49,74.49,37.74,6.17,57.0,32.0,1538483356.0
408,saint-augustin,CA,45.63,-73.98,-73.98,46.4,6.93,100.0,90.0,1538482320.0
1305,busselton,AU,-33.64,115.35,115.35,62.04,22.39,99.0,80.0,1538483239.0
684,taolanaro,MG,,,,,,,,
284,ushuaia,AR,-54.81,-68.31,-68.31,33.8,23.04,86.0,90.0,1538480580.0
1127,taolanaro,MG,,,,,,,,
1122,kenai,US,60.55,-151.26,-151.26,46.04,6.93,89.0,90.0,1538481360.0
471,nikolskoye,RU,59.7,30.79,30.79,50.0,11.18,76.0,75.0,1538479800.0
984,malov,DK,55.76,12.32,12.32,48.2,21.92,93.0,92.0,1538481000.0
621,bredasdorp,ZA,-34.53,20.04,20.04,60.8,11.41,51.0,75.0,1538481600.0
1343,hithadhoo,MV,-0.6,73.08,73.08,82.74,19.82,100.0,92.0,1538483264.0
794,grindavik,IS,63.84,-22.43,-22.43,42.8,18.34,100.0,75.0,1538479800.0
1138,taolanaro,MG,,,,,,,,
1463,severo-kurilsk,RU,50.68,156.12,156.12,46.56,21.05,94.0,48.0,1538483269.0
689,tuktoyaktuk,CA,69.44,-133.03,-133.03,24.6,11.43,100.0,24.0,1538483299.0
817,la ronge,CA,55.1,-105.3,-105.3,26.6,4.7,86.0,40.0,1538481600.0
523,east london,ZA,-33.02,27.91,27.91,69.8,18.34,60.0,20.0,1538481600.0
1136,adrar,DZ,27.87,-0.29,-0.29,95.0,5.82,13.0,0.0,1538481600.0
480,ponta do sol,CV,17.2,-25.09,-25.09,78.06,13.0,100.0,64.0,1538483272.0
158,kununurra,AU,-15.77,128.74,128.74,78.8,3.36,61.0,0.0,1538481600.0
1039,punta arenas,CL,-53.16,-70.91,-70.91,33.8,23.04,69.0,40.0,1538478000.0
669,leningradskiy,RU,69.38,178.42,178.42,41.43,19.04,87.0,48.0,1538483338.0
481,kapaa,US,22.08,-159.32,-159.32,75.92,4.7,90.0,75.0,1538481360.0
424,cayenne,GF,4.94,-52.33,-52.33,84.2,5.82,79.0,75.0,1538481600.0
1191,husavik,IS,66.04,-17.34,-17.34,41.0,3.15,86.0,75.0,1538478000.0
52,xining,CN,36.62,101.77,101.77,43.05,5.73,65.0,80.0,1538483234.0
1135,trinidad,CU,21.81,-79.98,-79.98,75.2,8.05,94.0,0.0,1538481540.0
634,tiksi,RU,71.64,128.87,128.87,26.85,8.63,100.0,76.0,1538483332.0
1114,upernavik,GL,72.79,-56.15,-56.15,35.94,17.47,99.0,24.0,1538483266.0
589,kiruna,SE,67.86,20.23,20.23,33.8,9.17,80.0,75.0,1538481000.0
642,mataura,PF,,,,,,,,
607,tokat,TR,40.33,36.55,36.55,78.8,11.41,31.0,40.0,1538481000.0
400,hilo,US,19.71,-155.08,-155.08,71.96,6.93,73.0,1.0,1538481360.0
835,grand gaube,MU,-20.01,57.66,57.66,75.2,11.41,64.0,75.0,1538481600.0
1336,novyy urengoy,RU,66.08,76.63,76.63,37.11,7.4,63.0,0.0,1538483449.0
1270,pedernales,EC,0.07,-80.05,-80.05,68.88,4.05,98.0,80.0,1538483438.0
675,brae,GB,60.4,-1.35,-1.35,50.0,27.51,57.0,40.0,1538481000.0
235,rikitea,PF,-23.12,-134.97,-134.97,66.99,19.71,100.0,92.0,1538483237.0
1293,bambous virieux,MU,-20.34,57.76,57.76,75.2,11.41,64.0,75.0,1538481600.0
